0.907906, 0.529606, 0.314362, 0.443767, 0.546735, 
0.718560, 0.110724, 0.203877, 0.866359, 0.816714, 
0.854305, 0.655971, 0.973999, 0.550023, 0.011993, 
0.009503, 0.947536, 0.643666, 0.307234, 0.593435, 
0.781758, 0.857422, 0.875918, 0.835671, 0.057140, 


0.064034, 0.538664, 0.491040, 0.650680, 0.448208, 
0.867179, 0.848043, 0.226221, 0.072701, 0.113129, 
0.175673, 0.630317, 0.891358, 0.237599, 0.104866, 
0.813448, 0.891271, 0.074514, 0.179385, 0.367469, 
0.002814, 0.644322, 0.631052, 0.673712, 0.750926, 


0.252846, 0.823932, 0.613867, 0.376042, 0.187595, 
0.391035, 0.647326, 0.462791, 0.165328, 0.678369, 
0.542642, 0.996767, 0.572904, 0.293221, 0.691127, 
0.782828, 0.781420, 0.899719, 0.605597, 0.890099, 
0.237483, 0.407183, 0.461011, 0.953005, 0.100435, 


0.093137, 0.152770, 0.348322, 0.892178, 0.050798, 
0.858967, 0.595338, 0.723418, 0.013206, 0.539714, 
0.551110, 0.461175, 0.318880, 0.996767, 0.604518, 
0.568151, 0.447583, 0.530104, 0.059169, 0.390147, 
0.990670, 0.559299, 0.778854, 0.875830, 0.004174, 


0.189514, 0.069342, 0.421405, 0.720976, 0.055587, 
0.010523, 0.096247, 0.777959, 0.728060, 0.736824, 
0.313174, 0.325590, 0.389431, 0.440259, 0.575323, 
0.822383, 0.057292, 0.904137, 0.122643, 0.083852, 
0.719633, 0.617196, 0.252985, 0.153278, 0.688758, 


0.970336, 0.105672, 0.924277, 0.228576, 0.205365, 
0.702977, 0.742005, 0.678619, 0.594164, 0.865571, 
0.962116, 0.531789, 0.048736, 0.973448, 0.123229, 
0.618176, 0.996314, 0.101010, 0.364317, 0.699301, 
0.088981, 0.360752, 0.910953, 0.864759, 0.217905, 


0.805606, 0.315416, 0.904496, 0.666872, 0.660807, 
0.496404, 0.778581, 0.370442, 0.485435, 0.918124, 
0.082090, 0.759543, 0.434597, 0.200508, 0.542881, 
0.233420, 0.257345, 0.807123, 0.010954, 0.744731, 
0.987641, 0.501111, 0.416336, 0.653418, 0.862914, 


0.496082, 0.157531, 0.143210, 0.905540, 0.510419, 
0.170770, 0.328665, 0.783397, 0.845119, 0.095822, 
0.480036, 0.119434, 0.670455, 0.337364, 0.310358, 
0.803127, 0.244305, 0.736615, 0.831163, 0.753854, 
0.802968, 0.848128, 0.547520, 0.334346, 0.579342, 


0.665247, 0.625280, 0.123969, 0.981725, 0.111315, 
0.218520, 0.787059, 0.284337, 0.914357, 0.550335, 
0.134630, 0.544779, 0.805783, 0.837233, 0.090610, 
0.693866, 0.251196, 0.608361, 0.231058, 0.700020, 
0.574778, 0.426498, 0.590626, 0.684151, 0.319744, 


0.263459, 0.819378, 0.540084, 0.571734, 0.131545, 
0.421143, 0.030285, 0.764677, 0.568714, 0.596310, 
0.848086, 0.481416, 0.338819, 0.502963, 0.676390, 
0.696867, 0.387691, 0.832056, 0.834990, 0.872289, 
0.596388, 0.488141, 0.548854, 0.838937, 0.555212, 


0.401678, 0.629246, 0.075974, 0.294949, 0.241539, 
0.576008, 0.498067, 0.823957, 0.674452, 0.972210, 
0.760153, 0.842864, 0.732583, 0.518895, 0.427691, 
0.083379, 0.814004, 0.695967, 0.976008, 0.279930, 
0.714455, 0.377845, 0.067218, 0.779652, 0.510729, 


0.292476, 0.139784, 0.028095, 0.113841, 0.934583, 
0.071911, 0.247816, 0.953421, 0.182471, 0.490439, 
0.063946, 0.461850, 0.828858, 0.345910, 0.147777, 
0.069229, 0.472448, 0.366801, 0.495249, 0.768920, 
0.679758, 0.149238, 0.307146, 0.393052, 0.328116, 


0.156847, 0.613644, 0.124664, 0.514942, 0.879108, 
0.130063, 0.454565, 0.991815, 0.914181, 0.644877, 
0.949960, 0.758849, 0.544422, 0.918662, 0.383005, 
0.380134, 0.719200, 0.251752, 0.892263, 0.135326, 
0.753412, 0.249484, 0.697484, 0.182102, 0.321150, 


0.970546, 0.759486, 0.571124, 0.191475, 0.625412, 
0.641314, 0.408633, 0.374232, 0.355697, 0.462664, 
0.183248, 0.023724, 0.379779, 0.098770, 0.783430, 
0.430956, 0.296240, 0.432391, 0.330457, 0.690796, 
0.277760, 0.609678, 0.254407, 0.001523, 0.038508, 


0.310526, 0.121649, 0.032641, 0.768694, 0.562652, 
0.524746, 0.651623, 0.276953, 0.991231, 0.385646, 
0.224373, 0.283166, 0.699243, 0.787728, 0.582095, 
0.917575, 0.736183, 0.258214, 0.310685, 0.928742, 
0.795963, 0.206621, 0.797672, 0.029221, 0.093947, 


0.135332, 0.015394, 0.280745, 0.189839, 0.203711, 
0.930602, 0.936116, 0.360145, 0.534500, 0.827976, 
0.371117, 0.234791, 0.606155, 0.829894, 0.990918, 
0.286348, 0.672277, 0.063180, 0.677115, 0.197250, 
0.331478, 0.482450, 0.665638, 0.245967, 0.909351, 


0.263573, 0.528943, 0.989743, 0.434643, 0.098269, 
0.032873, 0.788810, 0.839770, 0.433177, 0.781061, 
0.653115, 0.707897, 0.086269, 0.471349, 0.845404, 
0.271319, 0.258035, 0.900977, 0.636956, 0.207875, 
0.547108, 0.553939, 0.176498, 0.846208, 0.672187, 


0.975829, 0.005372, 0.414331, 0.442437, 0.887467, 
0.956642, 0.373010, 0.562739, 0.769126, 0.336885, 
0.183729, 0.827556, 0.610963, 0.524412, 0.261250, 
0.303807, 0.466245, 0.191756, 0.586717, 0.134162, 
0.607329, 0.618459, 0.022149, 0.859706, 0.534932, 


0.263171, 0.684484, 0.178390, 0.846981, 0.804218, 
0.655354, 0.513327, 0.415062, 0.187704, 0.732018, 
